,Geo_NAME,Total Population,Population Density (Per Sq. Mile),Area (Land),15 to 24 Years,25 to 34 Years,35 to 44 Years,45 to 54 Years,55 to 59 Years,60 to 64 Years,65 to 74 Years,75 to 84 Years,85 Years and Over,Median Gross Rent,White Alone (Number of people),Black or African American Alone,American Indian and Alaska Native Alone,Asian Alone,Native Hawaiian and Other Pacific Islander Alone,Some Other Race Alone,Two or More Races,Not Hispanic or Latino,Hispanic or Latino,Renter-Occupied Housing Units,Number of units Less than $300 (monthly),$300 to $499,$500 to $799,$800 to $999,"$1,000 to $1,499","$1,500 to $1,999","$2,000 to $2,499","$2,500 to $2,999","$3,000 or More",No Cash Rent,Total,No Health Insurance Coverage,With Health Insurance Coverage,Public Health Coverage,Private Health Insurance,GEOID,TRACTCE,COUNTYFP,NAME,NAMELSAD,INTPTLAT,INTPTLON
330,"Census Tract 4507.41, Alameda County, California",5180,6395.169,0.8099863783152659,0,178,166,276,43,0,40,48,10,1873.0,3705,248,8,794,0,236,189,4025,1155,761,20,46,21,0,74,274,172,71,53,30,5042,384,4658,928,4147,6001450741,450741,1,4507.41,Census Tract 4507.41,37.6602823,-121.8647509
331,"Census Tract 4507.42, Alameda County, California",4811,1606.1889999999999,2.9952891673629396,17,39,161,86,9,0,42,17,8,1980.0,3475,21,0,1158,0,18,139,4307,504,379,0,6,0,80,33,62,78,49,49,22,4811,51,4760,960,4439,6001450742,450742,1,4507.42,Census Tract 4507.42,37.6672116,-121.8274682
332,"Census Tract 4507.43, Alameda County, California",6112,3653.134,1.67308381351574,55,386,604,190,71,34,20,27,0,2090.0,2039,335,12,3307,113,14,292,5631,481,1387,0,0,0,11,114,464,556,198,35,9,6104,307,5797,770,5279,6001450743,450743,1,4507.43,Census Tract 4507.43,37.6931206,-121.89239029999999
333,"Census Tract 4507.44, Alameda County, California",5356,5256.653,1.0188993153636199,0,84,129,143,34,27,6,23,41,2228.0,3465,117,29,1463,39,125,118,4800,556,487,0,0,0,10,118,72,80,50,143,14,5356,215,5141,991,4719,6001450744,450744,1,4507.44,Census Tract 4507.44,37.6969961,-121.8651515
334,"Census Tract 4507.45, Alameda County, California",6238,2209.812,2.8228644302599104,57,65,130,159,47,8,89,109,0,1821.0,2560,69,12,3133,128,76,260,5821,417,664,0,0,55,131,44,159,96,72,107,0,6238,279,5959,752,5571,6001450745,450745,1,4507.45,Census Tract 4507.45,37.680332799999995,-121.85193079999999
335,"Census Tract 4507.46, Alameda County, California",3499,5226.427,0.669482252427424,0,71,36,82,0,11,46,30,43,1679.0,2588,33,5,675,14,26,158,3053,446,319,0,0,0,118,20,60,39,10,72,0,3499,98,3401,717,3077,6001450746,450746,1,4507.46,Census Tract 4507.46,37.6736928,-121.86858079999999
336,"Census Tract 4507.50, Alameda County, California",4511,7032.982,0.641406446670795,37,177,211,232,120,64,180,68,7,1791.0,2417,310,0,1307,77,131,269,3893,618,1096,76,66,77,109,115,169,262,79,130,13,4511,167,4344,745,3896,6001450750,450750,1,4507.5,Census Tract 4507.50,37.70548370000001,-121.8610693
337,"Census Tract 4507.51, Alameda County, California",7253,1883.385,3.85104486970596,0,93,77,29,42,13,0,0,7,2846.0,1783,119,5,4960,9,39,338,7019,234,261,0,0,0,0,0,17,59,70,103,12,7253,317,6936,545,6634,6001450751,450751,1,4507.51,Census Tract 4507.51,37.7164004,-121.8428393
338,"Census Tract 4507.52, Alameda County, California",5692,846.1669,6.72680491183743,7,48,45,29,23,59,0,0,0,2684.0,1772,319,16,3243,9,19,314,5212,480,211,0,0,0,0,23,51,19,34,84,0,5692,152,5540,810,5107,6001450752,450752,1,4507.52,Census Tract 4507.52,37.7409198,-121.82399199999999
339,"Census Tract 4511.01, Alameda County, California",7413,34.71665,213.528661908858,0,80,63,107,65,47,41,0,0,2025.0,5505,186,8,982,86,247,399,6452,961,403,0,24,0,16,105,45,71,81,45,16,7326,137,7189,1171,6587,6001451101,451101,1,4511.01,Census Tract 4511.01,37.639684100000004,-121.66335729999999
340,"Census Tract 4511.02, Alameda County, California",4111,2228.652,1.84461317967496,0,0,10,0,15,10,0,0,0,,3355,25,14,348,69,51,249,3808,303,35,0,0,0,0,0,0,0,0,20,15,4111,67,4044,928,3695,6001451102,451102,1,4511.02,Census Tract 4511.02,37.6506863,-121.78615890000002
341,"Census Tract 4512.01, Alameda County, California",7134,5045.317,1.41398454355773,0,111,214,200,36,32,145,16,15,1823.0,5048,57,28,1021,0,312,668,5477,1657,769,0,0,14,0,160,271,156,70,27,71,7134,550,6584,1357,5737,6001451201,451201,1,4512.01,Census Tract 4512.01,37.7129066,-121.7418149
342,"Census Tract 4512.02, Alameda County, California",4296,242.8216,17.692000117375102,0,12,21,72,12,19,8,0,0,2130.0,3186,16,8,612,0,275,199,3358,938,144,0,0,0,0,25,30,46,21,12,10,4296,127,4169,735,3738,6001451202,451202,1,4512.02,Census Tract 4512.02,37.7346912,-121.76900390000002
343,"Census Tract 4513, Alameda County, California",7089,1446.142,4.90200842629387,24,181,117,60,52,46,13,14,14,2154.0,5414,179,0,662,19,279,536,5686,1403,521,0,13,0,35,106,25,178,41,70,53,7089,533,6556,1310,5887,6001451300,451300,1,4513.0,Census Tract 4513,37.6906374,-121.8186386
344,"Census Tract 4514.01, Alameda County, California",6149,3436.575,1.7892812630792099,86,395,113,123,39,14,98,90,47,1658.0,4992,102,31,635,0,79,310,5094,1055,1005,34,16,94,0,226,407,155,36,29,8,6149,414,5735,1426,4804,6001451401,451401,1,4514.01,Census Tract 4514.01,37.695983500000004,-121.76293090000001
345,"Census Tract 4514.03, Alameda County, California",2343,8996.414,0.26043711399435104,5,27,48,15,21,3,11,15,5,2151.0,1882,51,0,267,0,61,82,1761,582,150,0,0,0,5,43,6,63,29,0,4,2343,205,2138,541,1847,6001451403,451403,1,4514.03,Census Tract 4514.03,37.6912319,-121.78424609999999
346,"Census Tract 4514.04, Alameda County, California",6318,9769.683,0.646694502059469,82,228,362,207,77,102,129,0,17,1634.0,4937,141,3,472,0,416,349,3309,3009,1204,34,0,57,44,310,450,180,33,23,73,6318,1132,5186,1961,3727,6001451404,451404,1,4514.04,Census Tract 4514.04,37.685274799999995,-121.7803523
347,"Census Tract 4515.01, Alameda County, California",4759,2440.117,1.95031637212219,56,181,20,68,27,11,90,152,27,924.0,3899,39,0,516,0,95,210,4026,733,632,100,70,123,45,79,127,42,8,27,11,4759,242,4517,1175,4025,6001451501,451501,1,4515.01,Census Tract 4515.01,37.6733476,-121.73696840000001
348,"Census Tract 4515.03, Alameda County, California",5912,5726.021,1.0324796871645698,0,87,172,229,13,30,22,41,37,1248.0,4898,6,46,452,0,209,301,4540,1372,631,9,19,74,40,181,122,40,0,39,107,5887,333,5554,1457,4735,6001451503,451503,1,4515.03,Census Tract 4515.03,37.6849518,-121.7489971
349,"Census Tract 4515.04, Alameda County, California",1723,1374.183,1.25383592510853,0,45,22,56,23,12,7,24,0,2275.0,1205,42,0,172,52,153,99,1414,309,189,4,0,0,11,25,23,51,54,14,7,1723,49,1674,286,1545,6001451504,451504,1,4515.04,Census Tract 4515.04,37.697940100000004,-121.7322366
350,"Census Tract 4515.05, Alameda County, California",3289,6202.201999999999,0.530295507160651,0,74,18,24,19,0,0,10,0,2282.0,2960,0,15,164,0,0,150,2867,422,145,0,0,0,0,19,0,86,12,18,10,3289,75,3214,476,3091,6001451505,451505,1,4515.05,Census Tract 4515.05,37.6894445,-121.72467150000001
351,"Census Tract 4515.06, Alameda County, California",3507,10671.77,0.32862391640424604,66,222,87,180,39,4,9,0,0,1645.0,2549,78,0,282,78,177,343,1985,1522,607,32,7,7,0,187,243,86,30,15,0,3479,437,3042,902,2403,6001451506,451506,1,4515.06,Census Tract 4515.06,37.6833516,-121.7291862
352,"Census Tract 4516.01, Alameda County, California",5157,3393.127,1.5198367714445,14,60,142,114,53,65,39,9,10,1533.0,4314,7,15,609,16,11,185,4736,421,506,0,0,0,59,182,107,94,30,24,10,5157,117,5040,1140,4493,6001451601,451601,1,4516.01,Census Tract 4516.01,37.6683795,-121.7607445
353,"Census Tract 4516.02, Alameda County, California",7119,6118.6359999999995,1.16349457989767,84,341,207,105,52,92,119,78,198,1540.0,6074,24,19,588,66,94,254,5853,1266,1276,26,12,36,107,425,405,183,54,28,0,6997,398,6599,1934,5764,6001451602,451602,1,4516.02,Census Tract 4516.02,37.6712489,-121.77562140000002
354,"Census Tract 4517.01, Alameda County, California",3013,6382.098000000001,0.47210180124386697,0,44,115,73,16,0,8,0,0,2228.0,2398,30,5,170,0,87,323,2563,450,256,0,9,0,0,19,19,178,31,0,0,3013,171,2842,421,2631,6001451701,451701,1,4517.01,Census Tract 4517.01,37.6721084,-121.787947
355,"Census Tract 4517.03, Alameda County, California",4568,6939.79,0.6582331655590681,0,56,86,62,7,0,0,17,0,2179.0,3261,24,35,746,0,15,487,3827,741,228,0,7,0,0,7,71,67,39,27,10,4563,63,4500,912,4139,6001451703,451703,1,4517.03,Census Tract 4517.03,37.6672948,-121.8009991
356,"Census Tract 4517.04, Alameda County, California",4647,6001.7519999999995,0.774273857639495,41,126,168,146,36,34,19,12,0,1516.0,4120,68,12,247,0,88,112,3881,766,582,0,0,0,35,229,129,42,75,26,46,4647,279,4368,1030,3952,6001451704,451704,1,4517.04,Census Tract 4517.04,37.6621234,-121.7900629
357,"Census Tract 9819, Alameda County, California",53,36.68942,1.4445580442843797,0,7,10,7,0,0,0,0,0,1857.0,53,0,0,0,0,0,0,53,0,24,3,0,0,0,4,7,0,10,0,0,53,4,49,3,49,6001981900,981900,1,9819.0,Census Tract 9819,37.803357299999995,-122.3198955
358,"Census Tract 9820, Alameda County, California",58,118.3435,0.4900987958245371,0,3,0,4,0,0,0,0,0,,40,0,0,7,0,0,11,43,15,7,0,0,0,0,0,4,3,0,0,0,58,0,58,3,55,6001982000,982000,1,9820.0,Census Tract 9820,37.79616,-122.2935358
359,"Census Tract 9832, Alameda County, California",572,2995.635,0.19094451402863602,0,2,9,11,0,4,6,0,0,2536.0,297,46,10,162,0,8,49,482,90,32,0,0,0,0,3,2,10,14,3,0,572,15,557,75,501,6001983200,983200,1,9832.0,Census Tract 9832,37.7959455,-122.27726799999999
360,"Census Tract 9900, Alameda County, California",0,,0.0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6001990000,990000,1,9900.0,Census Tract 9900,37.6836979,-122.2281492
